id,name,urlname,link,rating,created,description,organiserName,organiserMemberId
1503044,"Western Montana Photography","WesternMontanaPhotography","http://www.meetup.com/WesternMontanaPhotography/",4.36,1249738648000,"<p>Welcome!</p>
<p>This group is free and open to photographers of <strong>all levels</strong> of experience in Western Montana including Kalispell, Missoula, Helena and beyond, as well as short-term visitors to the area. The purpose is to promote photographic expression and learning through shared experiences and knowledge. We hope to cover a wide range of topics during in-person discussions and photo walks. Add your photos to the site and see them featured on the Home Page!</p>
<blockquote>
 <p>The good folks at <a href=""https://www.rmsp.com/"">RMSP</a> have published their 2015-2016 <a href=""https://www.rmsp.com/about/public-lecture-series/"">Evening Lecture Series</a> calendar.<br></p>
</blockquote>","Bryan Sorenson",39917502
3564982,"The Original Missoula Entrepreneur Meetup Group","missoulaentrepreneurs","http://www.meetup.com/missoulaentrepreneurs/",0,1332970694000,"<p>A group for entrepreneurs and self-employed people in the Missoula area. <br></p>","Seth Holdren",42956452
19923336,"Missoula Hiking Meetup","Missoula-Hiking-Meetup","http://www.meetup.com/Missoula-Hiking-Meetup/",5,1462561190000,"It appears that every hiking group in Missoula is inactive as of 2016, this group is for anyone interested in going on regular day hikes around the Missoula area. This group is a great way to meet new people and make new friends in the Missoula area. Dogs are not only welcome, but encouraged (so long as they like people and getting attention). As this group grows I'd love to diversify hikes to include activities: Hikes &amp; Brews, Hikes &amp; Hammocks, Hikes &amp; Bootcamp (any aspiring local trainers want to join us?), etc.","Andrew Born",183821029
1328524,"Montana Programmers","Montana-Programmers","http://www.meetup.com/Montana-Programmers/",4.71,1227733556000,"<p><strong>Montana Programmers is a rapidly growing community of programmers.</strong></p>
<p>Our goal is to build a fun and rewarding network of coders from all walks of life, languages, backgrounds, industries, and skill levels. We strive to provide a place where both an expert and a novice can learn cool new things. Share and grow in the art of programming.</p>
<p>We have groups in Kalispell (<span><span>59901</span>)</span>, Polson (<span>59860)</span>, Missoula (<span>59801)</span>, Bozeman (59715), Helena (<span>59620), Great Falls (</span>59401) and Billings (59102).</p>
<p>Every month we try to schedule at least one meetup in each town.&nbsp;We also hold mini meets or drinkups, which are generally pretty informal.</p>
<p>The group is open to everyone. Just pick an event on the calendar and RSVP.</p>
<p>See you at the next meetup!</p>
<p><span>Find Us On</span> <a href=""https://www.facebook.com/MontanaProgrammers"">Facebook</a></p>
<p><span>Find Us On</span> <a href=""https://plus.google.com/117034218328398016877"">Google+</a></p>
<p><a href=""https://plus.google.com/117034218328398016877""></a><span>Find Us On</span> <a href=""http://www.twitter.com/mtprogrammers"">Twitter</a></p>
<p>Watch past Meetups on <a href=""https://vimeo.com/groups/48517"">Vimeo</a></p>","Wes",7755239
12695062,"Missoula Tango","Missoula-Tango","http://www.meetup.com/Missoula-Tango/",5,1391444011000,"<p>To enjoy Argentine tango through social dances, practicas (practices), classes, lessons, workshops, guerilla tango (out and about town and different kinds of music and such!), tango flash mobs, and general fun community building together around tango.</p>
<p>Also on the web at: <a href=""http://www.tangomissoula.com/"">http://www.tangomissoula.com/</a></p>
<p>And Facebook: <a href=""https://www.facebook.com/groups/317032738368807/"">Missoula TangoOpen Group</a></p>","Patrick Marsolek",131396402
19234892,"GDG Missoula","GDG-Missoula","http://www.meetup.com/GDG-Missoula/",5,1450885462000,"<p>The Missoula Google Developer Group (GDG) brings together people who are interested in technology and software in Missoula. If you are looking for employment, you can make connections to tech companies in the area and make a good impression. If you're looking to hire, you can get to know developers in person. Either way you get to hear about cool new technology and share some food and drinks with like minded people.&nbsp;</p>
<p>If you or someone you know might be interested in presenting or showing something that they built recently send a message to one of the organizers or bring it up and the next meeting.</p>
<p>We try to get together on the first Thursday of each month.&nbsp;</p>
<p>The website is&nbsp;<a href=""http://gdg-missoula.github.io/"">http://gdg-missoula.github.io/</a></p>","Rob Becker",66869772
14807542,"Missoula 50+","Missoula-50plus","http://www.meetup.com/Missoula-50plus/",4.67,1401643714000,"<p>We are a group of people - singles and couples - over 50 who want to enjoy the company of others, meet new friends and have some fun! This isn't a ""singles"" group!! Couples are welcome too! We'll explore all Missoula and Western Montana has to offer, from socializing to travel. Whether you've lived in the area for many years, or are new, please join us for some adventure, laughs and lasting friendships. As a group we are open for suggestions of new activities.&nbsp;</p>
<p>If you have been enjoying our group and would like to see it continue on this forum, please consider a donation of whatever amount you are comfortable with be it $1, $5 or $10 to the organizer.&nbsp;<br></p>
<p>&nbsp;Meetup charges approximately $15.00 per month to provide us with our website forum. The Organizer does this by paying from his personal funds and then relying on the generosity of our members to pitch in donations.He has opted not to put up a “chip in” button on our site because of the “service fees” charged, which reduce the amount of the donation our group receives.&nbsp;<br></p>","Greg Miller",123441302
19718295,"Wagg'n Nation: Come. Sit. Stay awhile.","Waggn-Nation","http://www.meetup.com/Waggn-Nation/",0,1458153122000,"<p>We are your all-in-one community for you and your canine family member. You can stay and play, boarding while you are away, receive dog grooming, visit with a vet, and much more in a safe, engaging environment.</p>
<p>As a Wagg'n Nation member you will enjoy an exclusive community of responsible pet parents who are passionate about their family's physical, social and mental health. Multiple dog discounts are available. <br>- Off-leash, indoor/outdoor play area for dog and family <br>- Agility training area <br>- Free social groups for you and your dog <br>- Free educational talks by behavioral specialists <br>- Free dog bathing area <br>- Free industrial washers and dryers <br>- Human comforts of coffee bar, free Wi-Fi, big screen TVs and lounge area <br>- Receive our newsletter, Paw Print, featuring articles to improve your dog's health <br>- Member only significant discounts off of Wagg'n services and products <br>- Handicap and ADA accessible for dogs and humans.</p>
<p>We will be opening boarding facilities first. We are on track to meet our goal of opening in May. Our location is the corner of Broadway and Palmer (2600 Charlo). Missoula, MT.&nbsp;</p>","Rachele",178301782
19909944,"Missoula Entrepreneurship Meetup","Missoula-Entrepreneurship-Meetup","http://www.meetup.com/Missoula-Entrepreneurship-Meetup/",0,1462245484000,"The Missoula Entrepreneurship Meetup is a member of the Collaborative Entrepreneurship Network, a global ecosystem of investors and entrepreneurs working to help early stage startups. As investors and former entrepreneurs ourselves, we believe that both innovators and investors can learn from each other and make meaningful connections and relationships, but that too often entrepreneurs who aren’t already well connected have quite a hurdle to cross to make their first connection. At CEN events, we help early stage startups present to and connect with local investors, collaborate with industry thought leaders, brainstorm with each other, and share advice and resources. ","Collaborative Entrepreneurship",204186885
15110372,"Missoula Swing Dancing Parties, Practices, Lessons, Meetup","Missoula-Swing-Dancing-Parties-Practices-Lessons-Meetup","http://www.meetup.com/Missoula-Swing-Dancing-Parties-Practices-Lessons-Meetup/",5,1402896286000,"To Swing Dance everywhere possible including: parties, practices, classes, lessons, workshops, performances etc. Every form of swing dance lover of every age is welcome! To share opportunities to dance where anyone can feel comfortable, included and accepted.","MarthaJane",92302042
